tweet text,location
What has #BernieSanders done for us lately? https://t.co/TcY3p52MCU #FeelTheBern #HillaryClinton #Hillary2016 #Trump2016,AZ
Clinton dials back attacks on Sanders as Iowa caucuses near: Hillary Clinton dialed back her biting attacks on... https://t.co/GIixmc7LWp,MS
RT @Mondiablue: First it was Bernie can't win. Now it's after Bernie wins he can't win. You pessimists need to sit down shut up and hold on…,OH
"RT @paleofuture: ""I could stand in the middle of 5th Avenue and shoot somebody and I wouldn't lose any voters..."" - Donald J. Trump https:/…",TX
@JohnKamler @RileyJackson19 @DeatonCAPT @HillaryClinton we won't get the chance to most likely once charges are pressed,VA
Donald Trump Says He ‘Could Shoot Somebody’ and Not Lose Voters https://t.co/9AAkYnSmSo,MA
"RT @Ricky_Vaughn99: Still, you're letting Trump domimate news cycle by reacting to him. https://t.co/HO8jOuRA8m",TX
Well so far he has not shot anybody https://t.co/1EuwTV1zwg,CA
RT @mherriman: Great questions: https://t.co/n4nheemnrD,TX
"Rush: GOP Insiders Backing Trump, Hate Cruz and Conservatism #CruzCrew #PJNET
 https://t.co/9CF8kTBIAE https://t.co/kTjJKUoCYq",FL
RT @mitchellvii: The NC Campaign Team is fantastic and I have complete confidence they will bring in the win for Mr Trump.,NC
RT @stevelackmeyer: So apparently Ted Cruz is being trolled (hillariously) by his former college roommate @clmazin. Old college roommates c…,WA
RT @JBStonestreet: There is nothing Christian about the arrogance of @realDonaldTrump... nothing. https://t.co/KT73KKovQZ,MD
Donald Trump Says He ‘Could Shoot Somebody’ and Not Lose Voters https://t.co/TU2ixsuzXH,NY
Donald Trump Says He ‘Could Shoot Somebody’ and Not Lose Voters https://t.co/TU2ixsuzXH,NY
RT @ThisizHitmaker: When Donald Trump becomes president....  Don't anyone say shit to me on that boat ride back to Africa.....,WV
RT @OhNoSheTwitnt: I don't know what's scarier. The fact that Trump said he could shoot someone and not lose any voters or the fact that he…,TX
RT @IHeartGiselle: @GuillermoAppleB @mightymitchell1 @ImmoralReport @BernieSanders -&gt;Yet still good enough for you to expend your energy co…,TX
RT @apalmerdc: NEWS: Grassley not all in for Trump -- slated to attend Marco Rubio event next week.,TX
"RT @realDonaldTrump: I will be the greatest job-producing president in American history. #Trump2016 #VoteTrump 
https://t.co/tykxcT5ZtG htt…",NY
@jda2000 @khoekstra @feeonline not gonna google for you. look up bomb bomb bomb Trump,GA
RT @RNRMaryland: Would any other candidate say this damn #Trump you hit the self destruct button! WTH! #RedNationRising #tcot #ccot https:/…,FL
Scary thing is that he's probably serious... https://t.co/8CXfSCCHpZ,AZ
RT @glennbeck: Connect with truth. Connect with freedom. Connect with Cruz. @SenTedCruz @tedcruz,FL
"RT @Skitchen333: Donald Trump: I could stand in the middle of 5th avenue and shoot somebody and I wouldnt lose any voters.

THIS MAN IS RUN…",RI
@realDonaldTrump @LukeBrinker It would look even better with the #ConfederateFlag on top: https://t.co/ATXOkfAW5m,AL
"PELLA --

TRUMP: ""Pella, Pella, Pella. I’m always negotiating the price of those damn windows... I get the shutters to think I'm here.""",WA
Cruz: The GOP Primarys $50 Million Man | RealClearPolitics https://t.co/DwsZ8NhLex,TN
"President Cruz is going to win, so why are you bitching? @ChuckNellis @tedcruz  https://t.co/fjKiW69XAF",MD
"Donald Trump: “I could stand in the middle of 5th Avenue and shoot somebody and I wouldn’t lose voters.” With his voters, he'd likely gain.",NY
"Ahhh, I see now.... It is all becoming clear. https://t.co/dfdOTDZkEe",ME
"RT @drvox: The 2010 mid-terms were an absolute, catastrophic, historic face-plant for Dems, no argument there.  https://t.co/uVPYJYtb7v",WA
Actually though: what are the odds House Republicans would hand either Cruz or Trump presidency? https://t.co/4BXrArxxzD,IN
Is the Vatican hiring? https://t.co/khpTACmJyi,MA
"RT @EsotericCD: Want to know the clear subtext? It's a message from the Senate: ""Ted Cruz sleeps with the fishes."" https://t.co/DXjBsXonzR",KS
"""If I am elected president, I will shred this Iranian nuclear deal"" @TedCruz",PA
"RT @tomhbunting: #Boston City Hall: #marchforbernie organizer says ""#HillaryClinton represents Wall Street"" #berniesanders #jr103 https://t…",SC
"RT @jmartNYT: Worth noting: @ChuckGrassley is in cycle this year.  He'll need trump voters.  fittingly, he just said ""we need you"" https://…",IA
@FrederiLarry @syoka68 @tedcruz not a rumor I saw the blog this morning my brother showed me. Look Ted is hated and someone is letting go.,AR
"RT @jmartNYT: STOP CRUZ: It's not same as Branstad (yet) but @ChuckGrassley is at a Trump rally saying ""make America great again"" https://t…",PA
"As Sanders Soars, Clinton Goes Negative — A Bad Move - https://t.co/pAYnRjqW0h #feelTheBern #Bernie2016 #p2 #1u #Democrats #union #labor",PA
RT @LAWomen4Bernie: #MarchforBernie right now in New Orleans! #FeeltheBern @People4Bernie @Women4Bernie https://t.co/vrtalWTjl4,AZ
RT @JeffMcIrish: @USATODAY @PolitiBunny @realDonaldTrump He's great! What other candidate could call his followers mindless lemmings and lo…,PA
"RT @nytimes: How to make Donald Trump become president, according to @NYTimeskrugman https://t.co/kbkp4toujn https://t.co/4lf39gS1cT",NY
".@realDonaldTrump See what Muslims really think [VIDEO]  
https://t.co/M4FspO6EQU",AZ
RT @TwitchyTeam: Ted Cruz left 'speechless' by Glenn Beck's endorsement in Iowa https://t.co/fuyZL7aI1A,AK
"RT @paleofuture: ""I could stand in the middle of 5th Avenue and shoot somebody and I wouldn't lose any voters..."" - Donald J. Trump https:/…",FL
"RT @BernieSanders: Flashback: Hillary Clinton on universal health care in 2008
https://t.co/QCUnlrNCLe",CA
"RT @HillaryClinton: To all the #Hillary2016 volunteers canvassing in the cold today: you are champions! 

(📷: @adinofacollege) https://t.co…",IA
Donald Trump Says He ‘Could Shoot Somebody’ and Not Lose Voters via https://t.co/tmIH8QtHvQ https://t.co/STdMnrImpO https://t.co/quU0MFd8om,NY
RT @Women4Bernie: You are magnificent! #WeAreBernie #FeelTheBern  https://t.co/ct7mkkXtpG,OH
RT @OliverHoukster: @icareeguns @saskamare @realDonaldTrump @CLewandowski_ nice looking yard sign looks just like mine!! @realDonaldTrump,CA
"Cruz Narrowly Edges Rubio, Trump in La Crosse GOP Straw Poll https://t.co/TMRRe5m4F3 https://t.co/55U20bOCLO",WI
"Trump, a bully, has only insults &amp; ugly names 4any1 who stands N his way. What a JERK! Very Un-Presidential @greta @lindawesterman1 #PJNET",TN
"RT @alaskanikaika: @glennbeck @tedcruz @realDonaldTrump @PhdFor My sheep don't hear ""Goldman Sach"" or ""Unreported Loan"" they hear BAAH' htt…",MI
RT @ShaunKing: @JulianDarius @BernieSanders @NYDailyNews we can do this Julian! Let's roll brother.,FL
Grateful to see at least a small protest for #Trump at my alma mater  https://t.co/yNN0sYgirc,MI
@Vote4Larsen @trever_talley @TexasYankee001 @tedcruz its crazy!,OH
"@megynkelly is among the best journalists in America. @realDonaldTrump, a testimony to how badly things have become. https://t.co/4EuigZjVuO",OH
Hillary Clinton Has a Killer Mike Problem https://t.co/7rROELE8Bq,GA
Noam Chomsky's first campaign contribution was to Bernie Sanders .https://t.co/XXukB1f3yB #FeelTheBern #Bernie2016,WA
@12News Nothing @realDonaldTrump says surprises me anymore. He's #narcissistic #Dangerous &amp; acts #unamerican,AZ
RT @RebeccaSlatkin: The ultimate humblebrag of all time? https://t.co/jsfaR5q3RJ,CA
"INBOX: ""Glenn Beck Endorses Ted Cruz for President"" https://t.co/ITSGiQFC9h",MI
Some amazing #BernieSanders fans marched around historic #Boston Common today. #MarchForBernie https://t.co/XgTlq58J2U,MA
RT @markos: Love to see @realDonaldTrump following White Genocide! https://t.co/3txXBOneTq,IL
"RT @TheRickWilson: First Marco in a park

Then high school age Cruz joking aby world domination.

No deep dive on Trump's scuzzy finances.
…",CA
RT @slackmistress: Donald Trump's excuse for RTing Nazis is that he's got a lot going on so he's not paying attention. Good thing the Presi…,FL
@realDonaldTrump   I'm libertarian and not a supporter. You want ppl to take you seriously? Stop saying things like shooting on 5th ave.,FL
"RT @6685f3e687de42e: @greta @realDonaldTrump he is acting like a little baby. Trump has a weak backbone like Obama , we don't need him as P…",TN
PREDICTION: Republican Establishment let's Trump walk through the primaries while secretly creating a path for... https://t.co/nenPZ6wD7o,CA
"RT @TheTweetOfGod: And if elected, he will. Repeatedly. https://t.co/21ySjL44nA",MA
"RT @katiezez: This guy is back at Ted Cruz events in Iowa, now dressed as a Mountie https://t.co/Fyb3qzAc5z",IN
.@EasterbrookG You really think Bernie's a crackpot?  He's too far left for me but wouldn't compare him to Trump.,NH
"Teen Ted Cruz joked of goals: ‘World Domination, rule everything."" https://t.co/q1CciDEPgo",NC
"@realDonaldTrump @williebosshog trump now U know why I call U and ur supporters ""bushwhaking rednecks"". Look whose endorsement u value. Lol",MI
"RT @manatarms79: So true, that there is NOTHING to admire about this lying thief and killer named Hillary Clinton. https://t.co/hNJA4cARn3",SC
GOP is responsible for anything that makes it look bad.  They've been out of touch with the base for years. https://t.co/s47dt4w3YP,NY
SHOOT YOURSELF @realDonaldTrump You're despicable. NO PRESIDENT would ever SPEW that trash 😡F YOU #StopHateDumpTrump https://t.co/o9RuYR4m61,CA
RT @ChooseEither: Kanye West or Donald Trump? http://t.co/FGiuDi0YlC,AZ
RT @diagonlarry: and when donald trump claimed obama wasn't a real citizen so obama did this in front of everybody https://t.co/z7AgD21qDX,CA
@jilevin @MonopointAmy Vote Democrat and give democracy a chance,IN
RT @HillaryClinton: We’ve come too far to let Republicans take us back. The fight for women’s reproductive rights is far from over. https:/…,CA
RT @charlescwcooke: The symposium. https://t.co/kggzvjioO5 #AgainstTrump https://t.co/r9LCRm4iEX,TN
"RT @CNN: ""I'm a Bernie (@BernieSanders) guy,"" Art Garfunkel tells @smerconish https://t.co/oh1ixieVQV",WA
"RT @adamjwhitedc: As Trump invokes William Buckley against @NRO, know that Buckley saw Trump for what he is. https://t.co/nL3TAqorxD https:…",VA
Trump is a ranting maniac. Why do the American people put up with his stupid shit-or maybe the majority of Americans are just like him-sick.,TX
"RT @paleofuture: ""I could stand in the middle of 5th Avenue and shoot somebody and I wouldn't lose any voters..."" - Donald J. Trump https:/…",TX
RT @azblonde2015: #TeamTrump #IowaCaucus #Election2016  TRUMP IN PELLA IOWA RALLY #Trump #TrumpTrain #TrumpWinning!  VOTE FOR TRUMP https:/…,WV
RT @VICE: Hillary Clinton has a Killer Mike problem https://t.co/tb6Oqs7bYB https://t.co/fIApaLDV2I,NJ
"RT @LindaSuhler: STARTED NOW!! STREAMING
🎉Donald Trump 2nd SAT Rally!🎉
💥Pella IA
#TrumpTrain🚂🇺🇸🇺🇸 #IACaucus
#Trump2016
#IowaCaucus
https://…",ID
"@adallos @NBCNewYork @NYCDailyPics @weatherchannel @JaniceHuff4ny @DavePriceTV Quick, watch out for #DonaldTrump shooting people!",NY
"Depends on who he shoots, I suppose... https://t.co/IyV46m1Png",CT
ugh. marco is looking better everyday. https://t.co/c7llI5vLCB,TX
RT @BlueNationRev: Blue Nation Review Endorses @HillaryClinton https://t.co/IUwXEP7INv https://t.co/JKZUoSh58s,PA
RT @Variety: Donald Trump: I Could ‘Shoot Somebody and I Wouldn’t Lose Voters’ https://t.co/iJ8XEO1Q0S https://t.co/vwKZkKoJVO,CA
Donald Trump: I could 'shoot somebody and I wouldn't lose voters' - https://t.co/l7vGyfaTJU https://t.co/P5aPsEIBLb,CA
"Which was untrue, Beck posted a false tweet of Trump &amp; apologized for it.  Trump never voted for Obama, it was a lie https://t.co/UNpodPWjtr",CA
How well do you know Del Beccaro? His inflated ego cost him CAGOP credibility. Miniature Trump wannabe w/out wealth. https://t.co/b739HwDjo9,CA
RT @foodpporn: RT if you think this mozzarella stick would be a better president than Donald Trump https://t.co/K5Rm5nBVRC,CT
RT @MikeElChingon: Donald Trump perfectly explained his supporters https://t.co/AJxaYDs7c6,CA
"Chuck Grassley is doing his best impersonation of Ted Cruz, 6/15/2015-1/05/2016. Trump is fantastic! #SorryNotSorry",FL
"Chuck Grassley is doing his best impersonation of Ted Cruz, 6/15/2015-1/05/2016. Trump is fantastic! #SorryNotSorry",LA
"Chuck Grassley is doing his best impersonation of Ted Cruz, 6/15/2015-1/05/2016. Trump is fantastic! #SorryNotSorry",TN
RT @BernieSandersCT: Where were you when the political revolution took place? @BernieSandersCT on the way to canvas in NH. #FeelTheBern htt…,CT
Maybe as CEO of corp.  Running a Rep Republic A LOT different! Can't be a dictator RE: Obama. https://t.co/KtmMpf1S8A,TX
RT @witchhoe: #marchforbernie even in the rain! #pdxforbernie @berniesanders https://t.co/exjYIMVydz,CO
@tedcruz doesn't satisfy his wife.  That's why they are in bed with the @federalreserve .,KY
RT @PeterYacobucci: The idea Ted Cruz is being trolled by some high profile law professors is a true form of sweet karma. #TedCruz  https:/…,WA
I really wish he didn't say that.it reminds me of when the Beatles said they were more popular than God.unfortunate! https://t.co/Gje3uFTu1X,FL
"Conservatives Should Ask, ‘Does Trump Walk with Us?’ https://t.co/AqfyTDL5Sb via @NRO",AR
"RT @theonlyadult: Krugman: ""How To Make Donald Trump President. Step 1: Democrats nominate Bernie Sanders"". https://t.co/JZfRhaDwl0 via @Ny…",NY
"RT @theonlyadult: Krugman: ""How To Make Donald Trump President. Step 1: Democrats nominate Bernie Sanders"". https://t.co/JZfRhaDwl0 via @Ny…",NC
"RT @PatrickSvitek: ""I can tell you where he was. He was publicly at the time supporting amnesty,"" @tedcruz says.",OH
RT @_BaDunCHING_: I think he should elaborate a little more on #9 but this overall is a pretty legit list. #donaldtrump https://t.co/9J5qoM…,GA
"@marklindesr @realDonaldTrump @RogerJStoneJr Trump is proud of Stone as was Reagan, Nixon, Kemp, HWBush, &amp; others.",FL
RT @sea329: @greta @realDonaldTrump people are cancelling subscriptions,TN
"What in the world, you want this man to be our republican representative??? https://t.co/KzugeGeJph",WA
"RT @TheTweetOfGod: And if elected, he will. Repeatedly. https://t.co/21ySjL44nA",CA
"RT @MsAvaArmstrong: Ted Cruz for a Constitutional Conservative ~~~ yes, the establishment hates him ~~ because he's a fighter for right htt…",TX
@CarmineZozzora @WarriorJoshua7 Completely false. None of them unite around one candidate. Medved for example supports Trump before Cruz,FL
"RT @RichardTBurnett: Day 7: Cruz still has not produced documents to prove citizenship! Trump was right. When u seal your records, u r hidi…",TX
"RT @BernieSanders: ""To Bernie Sanders with thanks for your commitment to real health care access for all Americans...""-@HillaryClinton http…",CA
RT @People4Bernie: From @BostonForBernie with love! We are the revolution. We don't care about snow we just want to #FeelTheBern https://t.…,AZ
Donald Trump Does It Again: Retweets a Neo-Confederate Named “TheSouthWasRight” https://t.co/Aa6az9RqVV,CA
"RT @DanScavino: .@realDonaldTrump even dominates in a National Review poll. #Trump2016
#TrumpTrain🚂🇺🇸🇺🇸🇺🇸🇺🇸
https://t.co/HUTMr1zPz8 https:/…",SC
@NYTimeskrugman this piece sums up nicely the difference between theorizing about austerity and living it. Fuck you. #FeelTheBern,CO
.@tedcruz doesn't want to renegotiate Obama's nuclear deal with Iran.  Wants to rip it to shreds on day one.,PA
"RT @smerconish: “Ted is not a Republican, he’s a conservative extremist” Senator Bob Dole on @TedCruz @CNN @GOP",TX
RT @NoahCRothman: That Grassley would join and embrace someone who has on several occasions called his constituents morons... https://t.co/…,IA
Donald Trump boasts he could shoot people and support in Iowa wouldn't shrink | Daily Mail Online https://t.co/AJxzORcwWr,TN
Can he stfu already  https://t.co/h23rBqu5X0,CA
"@glennbeck @tedcruz Wait a minute, Cruz was born naturally from his mother, a non-Hispanic, .How can this be?  Where are your principles?",CO
@CNNMoney @glennbeck @tedcruz George Washington wasn't born in Canada!,TX
"RT @paleofuture: ""I could stand in the middle of 5th Avenue and shoot somebody and I wouldn't lose any voters..."" - Donald J. Trump https:/…",TX
Donald Trump Says He ‘Could Shoot Somebody’ and Not Lose Voters via https://t.co/F3nQQNPYBE https://t.co/bpT1Fr9u3A https://t.co/pOsoyDArVv,KS
The Many Contradictions of Hillary Clinton   https://t.co/9kkvVtie4l via @NRO,NY
@glennbeck @Rob_Johnson3 @tedcruz so what,ME
"RT @karabettis: Despite snow, @BernieSanders supporters are ready to march Sat. in Boston &amp; 30 other cities https://t.co/UqZqmJpDBY https:/…",AZ
RT @MrDane1982: Hillary Clinton is the only candidate whos been in the situation rm whn a terrorist who killed thousands of Americans was k…,TN
"Yes, millennials, Hillary Clinton is a feminist https://t.co/G2EpSCVOdr",MA
"@marklevinshow Ted's a good man, but he really doesn't resonate with the people like Trump does.",NY
"Sorry @Duceman03 - @realDonaldTrump isn't  Republican, or conservative. I'm saving America. #AgainstTrump #DumpTrump #iacaucus @megynkelly",VA
"Knows the math of #iowa politics: @realDonaldTrump brings @ChuckGrassley on stage for cameo, praises him and GOP Gov Branstad.",WA
"RT @paleofuture: ""I could stand in the middle of 5th Avenue and shoot somebody and I wouldn't lose any voters..."" - Donald J. Trump https:/…",LA
RT @TFC3Tweets: @greta @realDonaldTrump Scorched Earth policy is not befitting a man who wants to be president.,TN
.@tedcruz: If I am elected President on the first day in office I will rip to shreds the Iranian nuclear deal. #iacaucus,IA
"RT @realDonaldTrump: For the great people of Iowa, find your #IACaucus location at https://t.co/3KWOl20zMm. So important to vote! #MakeAmer…",WA
RT @the_intercept: Watch Hillary Clinton laugh and deflect question about her speeches to Wall Street: https://t.co/TQg4aaKtQl https://t.co…,CA
RT @2nd_To_None: @WhoopiGoldberg When Trump Wins &amp; you leave the country take @Janefonda with you https://t.co/90tsJxncHY @realDonaldTrump …,CA
"RT @ABC7Chicago: Trump says he could ""shoot somebody... and wouldn't lose any voters"" to laughter at rally: https://t.co/778c6Jvs5t https:/…",IL
"RT @JohnMarselio: .@GlennBeck tells  9/11 victims to shut up .
#Trump
https://t.co/eI7zoT8n4r",CA
"RT @DanScavino: .@realDonaldTrump even dominates in a National Review poll. #Trump2016
#TrumpTrain🚂🇺🇸🇺🇸🇺🇸🇺🇸
https://t.co/HUTMr1zPz8 https:/…",NY
RT @JBStonestreet: There is nothing Christian about the arrogance of @realDonaldTrump... nothing. https://t.co/KT73KKovQZ,AL
RT @HeerJeet: The party decides.  https://t.co/iXvstmcVaw,CO
RT @jasonrapert: Do not feign love for humanity when you support policies that kill unborn babies &amp; sell their body parts for $ @BarackObam…,AR
RT @Oregon4Bernie: Thousands rally for @BernieSanders on a rainy day in #Portland. #MarchForBernie #FeelTheBern #Bernie2016 https://t.co/7X…,CO
Is The Uk Banning Donald Trump https://t.co/IVIQJT2NrI goodness is better !,NJ
Did #Russia read Hillary Clinton's emails? Robert Gates says the odds are 'pretty high.' https://t.co/5MVw4WpUNU https://t.co/v06puYyDrG,TX
"RT @veganvecoh: Jesse Watters: Trump is the most conversative, with 3 core principles - Immigration, National Security and Jobs. https://t.…",CA
"RT @danpfeiffer: Bloomberg running for President would almost certainly hand the WH to the GOP. If no one gets 270 EV's, GOP congress picks…",CA
"#DontLookNowBut Trump said he could shoot someone on 5th Avenue and not lose voters. His city is mid-blizzard, but as always, ALL ABOUT HIM.",NY
"#DontLookNowBut Trump said he could shoot someone on 5th Avenue and not lose voters. His city is mid-blizzard, but as always, ALL ABOUT HIM.",NY
@megynkelly u ask trump why he talks to women like he does. He also talks to men the same way. Are women more fragile than men?,PA
"RT @gatsrfdhasfuho1: HUGE, WOW: @glennbeck &amp; @marklevinshow plot with Soros ON ARTICLE V CONVENTION
https://t.co/61DhBMm7tD",CA
Me first.  https://t.co/hMHWmZUuK6,WA
"@GovMikeHuckabee @HillaryClinton Mike, you're an idiot. You're a government official not a bad comedian. Have some respect for your office!",NJ
"My, how soon we forget... #AgainstTrump  https://t.co/RsfvcVNSiZ",TN
RT @HavanaTed: Kudos to Jeb on getting his mother's endorsement today. I wish I could get my mom to endorse me. She likes Trump.,CA
"RT @JaredWyand: Fun how Trump supporters get accused of this

Thats called projecting

A non vote is a vote for Hillary

👇🏻Traitor https://…",FL
RT @stevej132: @warpfactorbanjo @PoliticalTropes @GlenBeck @NRO trump/cruz 2016 would have been nice..but oh well,SC
@glennbeck @SenTedCruz @tedcruz LMFAO⬇️💩,NY
RT @dnahealthnut: Also ridiculous that MSM says @HillaryClinton and BS are neck and neck or that he is leading. #ImWithHer  https://t.co/oS…,HI
"USA is in big trouble, no time for obstinate conservative fanaticism otherwise Hillary or Sanders win. GOD FORBID. https://t.co/RzCSFzinbc",PA
"RT @HawkinsUSA: Chuck Grassley is doing his best impersonation of Ted Cruz, 6/15/2015-1/05/2016. Trump is fantastic! #SorryNotSorry",CA
"RT @realDonaldTrump: ""@TheSouthwasRite: @NRO cancelling my subscription- you people are idiots. @realDonaldTrump WILL be our next President…",NY
"RT @melreynoldsU: Let's be clear, the exact same right wing fanatics, FOXNews idiots who viciously went after Obama are now going after Hil…",CA
RT @FT: There's one fatal snag to a Bloomberg candidacy - it just might hand the White House to Donald Trump https://t.co/yFnMJhTKbr,CA
"RT @CorruptHillary: The Clinton's twisted, corrupt, contradictory world of money. #Hildebeast https://t.co/u5wnxH5eyo",NY
RT @TheTweetOfGod: If it’s Trump/Palin I’m coming down there.,PA
"RT @asdgahsjfuhotm1: HUGE, WOW: @glennbeck &amp; @marklevinshow plot with Soros ON ARTICLE V CONVENTION
https://t.co/Q9pq8hiYDZ",CA
"""Donald Trump Brags That He Could Shoot Someone And Not Lose Voters"" https://t.co/YbYDKlXtGn",NY
"RT @People4Bernie: On Feb 1st, commit to #iacaucus for @BernieSanders. #FeelTheBern https://t.co/siQRGgTMHD",AZ
Every Democratic voter should see this video. https://t.co/4mFeo8NC6A,CA
"RT @nytimes: How to make Donald Trump become president, according to @NYTimeskrugman https://t.co/kbkp4toujn https://t.co/4lf39gS1cT",FL
"RT @coopah: U.S. Senator Bernie Sanders
#FeelTheBern https://t.co/09fd2eZYGr",NY
"RT @FoxNews: .@realDonaldTrump leads the GOP field, followed by @tedcruz in 2nd, &amp; @marcorubio in 3rd. @ANHQDC https://t.co/jgFJC9hWae",PA
RT @HistoricalPics: Bernie Sanders explaining what's so dangerous about Donald Trump running for president. https://t.co/qKO73bP0rI,WA
"RT @TheRickWilson: First Marco in a park

Then high school age Cruz joking aby world domination.

No deep dive on Trump's scuzzy finances.
…",PA
"https://t.co/yr0bY9bEa5 Trumps main goal in life is to destroy others and their lives ""for fun"".",MA
"This is so true, the big bad talkers have made Cruz look so weak...likely blew any shot he had at VP or SCOTUS 4 Ted https://t.co/WRUlTy5HvI",FL
RT @VoteMattSchultz: .@glennbeck endorses @tedcruz for President!!! https://t.co/ozsOcDJMLA,VA
"@JonahNRO Trump called out National Review at Pella, Iowa rally.  Crowd boos.   Interesting.",OH
"RT @OhNoSheTwitnt: Things that would cause Trump to lose supporters:
-A kind word about an opponent
-Shaking hands with a Muslim 
-A single…",PA
"RT @BettyBowers: Michigan Gov Rick Snyder, another wealthy businessman w/o govt experience, ran Flint like a business. He got a YUGE deal o…",WA
National Black Republican Association endorses GOP front-runner Donald Trump https://t.co/YCONqriIbk,VA
Donald Trump Says He ‘Could Shoot Somebody’ and Not Lose Voters https://t.co/G6fv88tMVk,FL
This is so bad. Wow. @NRO @tedcruz  THIS IS A CONSRVATIVE?  @RichLowry feel embarrassed yet. https://t.co/NC1bN5YKij,NC
RT @DailyCaller: GOP Congressmen Jason Chaffetz &amp; Jim Jordan Erupt After IRS Erases Another Hard Drive https://t.co/EPoclqyLA5 https://t.co…,TX
"RT @asyastfghuhotm1: .@TedCruz lying about Crop Insurance  
#Trump
.
https://t.co/YYXqmJXdop",CA
RT @People4Bernie: Can you believe this is the next first family? We can! #FeelTheBern pic via @ArunChaud https://t.co/F4T4NgXN1B,AZ
Nice! https://t.co/zPJY5yqB6N,IN
"RT @wikileaks: State Dept moves to withold release of 55,000 Hillary Clinton emails until after Iowa, New Hamshire primaries https://t.co/X…",CO
"A Christian, A Muslim, &amp; A Jew Go Canvassing For Bernie Sanders https://t.co/zlBN4zRKiJ #WeAreBernie #FeelTheBern #WeStandTogether #iacaucus",TN
"Trump: ""we are going to take a ratings break""",WA
@johnhawkinsrwn @labsmanfromPA People who call Trump a Conservative should be tuned out. He's for SINGLE PAYER!,CA
"RT @Green_Footballs: Donald Trump Does It Again: Retweets a Neo-Confederate Named ""TheSouthWasRight"" https://t.co/jEtGTn1DCL https://t.co/J…",NY
"In Pella, Iowa, @realDonaldTrump jokes, ""Pella, Pella, Pella."" He says he's always negotiating with Pella over price of windows.",IA
"Go ahead and test that.

Trump: ‘I could ... shoot somebody, and I wouldn’t lose any voters’ https://t.co/VXR12gh5Oa",TX
"RT @MoniQueMoniCat: NRO not only stepped into TRUMP SAND.  But also the La Brea Tar Pits LOL!  No way out for NRO but repentance!
@realDona…",NC
RT @rcaster: Wow and here it is. #AgainstTrump #tcot  https://t.co/j3pQxQuF7h,WA
RT @ruinedpicnic: donald trump looks like the villain in a movie where the hero is a dog,MD
Help @BernieSanders Volunteer Donate #phonebank knock on doors #FeelTheBerni #BernieWillWin #EnoughIsEnough  https://t.co/pfQAujcT90,AZ
"RT @seanhannity: .@MelissaAFrancis: “I really think that @realDonaldTrump won the week again and we keep seeing that week after week."" #Han…",CA
"#News: Voters so loyal, 'I could ... shoot somebody': Donald Trump said that his supporters a... https://t.co/0O1E5EfLLR via @TheNewsHype",WA
@CBSNews @CBSEveningNews @realDonaldTrump If I shoot Trump will I become president?,MD
"Trump's base reflects the worse of humanity. You don't ""make America great again"" by embracing anti-Semitic, racist, and sexist views.",MI
"RT @drvox: The 2010 mid-terms were an absolute, catastrophic, historic face-plant for Dems, no argument there.  https://t.co/uVPYJYtb7v",WA
RT @AGirl4Bernie: @BarackOdumbass @BernieSanders What do you call it when the working &amp; middle class bail out Wall St? Charity? Nope! WELFA…,CA
"RT @NoWayNRA1: I agree, and some that are not. (But those might not be truly Bernie people, they may be GOP or independent trolls.) https:/…",CA
RT @ThePerezHilton: @Bethenny @Kmart You should vote for @realDonaldTrump. He can help you out with that.,MI
He’s just pointing that his followers are dumb as fuck!  https://t.co/z3x5JjLl15,NY
I'm waiting to see if he'll take back what he said &amp; say that he was 'misinterpreted'. #DontVoteForTrump https://t.co/EemrFajjGk,MD
"RT @nytimes: How to make Donald Trump become president, according to @NYTimeskrugman https://t.co/kbkp4toujn https://t.co/4lf39gS1cT",VA
@kirdybear @ddlovato @HillaryClinton @HillaryforIA I hate it when morons a celebrities.,WA
@TheChristianLft @realDonaldTrump @FBI Are the hospitals gonna treat the people you shoot in NYC? https://t.co/2fRQPJuZv0,TX
"RT @realDonaldTrump: I will be the greatest job-producing president in American history. #Trump2016 #VoteTrump 
https://t.co/tykxcT5ZtG htt…",TN
"Voters so loyal, 'I could ... shoot somebody': Donald Trump said that his supporters are so dedicat... https://t.co/B5g9dYlrKx via @msnbc",NY
"Voters so loyal, 'I could ... shoot somebody': Donald Trump said that his supporters are so dedicat... https://t.co/B5g9dYlrKx via @msnbc",NY
Trump supporters unable to articulate period. https://t.co/jXm9D1m2Xz,NY
"""If I'm elected president on the 1st day in office I will rip to shreds this Iranian Nuclear deal"" @tedcruz #CBN2016 #Iowa2016",WA
@SenWarren Boston feels the Bern and they hope that their Senator will too! #Bernie2016 #FeelTheBern #BernieSanders  https://t.co/rZls84ybIK,AL
"@kshw5678 @Kris_Sacrebleu And Trump isn't in it to grease his own hands?
Wait, GREASING? as in greasing the palm?",NH
RT @apalmerdc: NEWS: Grassley not all in for Trump -- slated to attend Marco Rubio event next week.,TX
.@TedCruz ending on ripping to shreds the Iranian nuclear deal. Cheers ring out. #IACaucus,NJ
"RT @jimgeraghty: Great choice of spokeswoman, Mr. Trump. https://t.co/BHLaetuVFx",MO
RT @hibster_9: We need the guy that threw a shoe at Bush back in the day to throw a brick at Trump,OR
